"application_id","gender","age_group","ethnicity","postcode","annual_income","credit_score","employment_years","debt_to_income_ratio","loan_amount","loan_purpose","previous_defaults","education_level","marital_status","occupation_category","loan_approved"
765,"Male","51-65","Caucasian","Urban_Center",55886,622,24,0.53,96885,"Home",1,"Master","Single","Service","YES"
766,"Female","26-35","Caucasian","Urban_Center",49354,722,1,0.29,88436,"Education",0,"Bachelor","Married","Manual","YES"
767,"Female","51-65","Asian","Suburban",54076,525,33,0.19,67687,"Personal",0,"Master","Married","Service","NO"
768,"Female","36-50","Other","Urban_Center",85725,650,34,0.17,37231,"Car",1,"Master","Married","Manual","YES"
769,"Male","51-65","Caucasian","Urban_Center",86816,678,29,0.27,28139,"Home",0,"PhD","Widowed","Professional","YES"
770,"Male","51-65","African_American","Suburban",96097,358,23,0.62,76277,"Home",0,"Master","Single","Manual","YES"
771,"Male","36-50","African_American","Rural",63760,609,14,0.56,46852,"Car",1,"PhD","Married","Professional","NO"
772,"Male","26-35","African_American","Rural",49879,581,12,0.55,96205,"Home",0,"High_School","Married","Professional","NO"
773,"Male","26-35","Asian","Urban_Center",94449,686,40,0.29,24625,"Home",1,"Master","Divorced","Manual","NO"
774,"Male","26-35","Hispanic","Suburban",33961,761,32,0.43,92030,"Car",0,"High_School","Married","Service","YES"
775,"Female",NA,"Caucasian","Urban_Center",61822,665,17,0.36,37058,"Business",0,"High_School","Divorced","Professional","YES"
776,"Female","18-25","Caucasian","Urban_Center",77065,570,35,0.5,45933,"Education",0,"Master","Single","Professional","NO"
777,"Female","18-25","Caucasian","Urban_Center",41754,642,25,0.7,24596,"Education",0,"High_School","Single","Professional","YES"
778,"Female","36-50","Caucasian","Urban_Center",33798,549,17,0.47,19518,"Business",1,"Master","Married","Manual","NO"
779,"Male","36-50","African_American","Urban_Center",74784,549,27,0.5,81644,"Car",0,"Bachelor","Married","Professional","NO"
780,"Male","26-35","African_American","Rural",97421,400,25,0.79,16993,"Home",0,"Master","Married","Manual","NO"
781,"Female","26-35","Caucasian","Suburban",50705,624,33,0.59,79848,"Car",0,"Master","Widowed","Service","NO"
782,"Male","51-65","Caucasian","Rural",51266,709,28,0.67,90960,"Home",0,"PhD","Divorced","Professional","YES"
783,"Female","36-50","Caucasian","Suburban",46168,677,32,0.69,82203,"Home",0,"High_School","Married","Service","NO"
784,"Male","65+","Caucasian","Rural",94695,545,30,0.5,98095,"Car",0,"Bachelor","Married","Professional","NO"
785,"Male","18-25",NA,"Low_Income_Area",50841,603,20,0.38,43047,"Personal",0,"Master","Divorced","Professional","NO"
786,"Female","51-65","Caucasian","Suburban",48251,763,32,0.13,80319,"Car",0,"Master","Married","Manual","YES"
787,"Female","18-25","African_American","Rural",48919,724,18,0.36,32310,"Home",0,"High_School","Single","Service","NO"
788,"Female","36-50","Hispanic","Urban_Center",53242,704,33,0.44,70183,"Personal",1,"High_School","Divorced","Manual","NO"
789,"Female","18-25","Caucasian","Suburban",53046,618,6,0.7,5052,"Car",0,"Master","Married","Professional","NO"
790,"Male","65+","Caucasian","Suburban",77129,645,16,0.64,92213,"Business",0,"High_School","Married","Service","YES"
791,"Male","36-50","Caucasian","Suburban",71035,539,26,0.13,76431,"Education",0,"Master","Married","Manual","YES"
792,"Male","26-35","Caucasian","Suburban",74495,654,32,0.4,51232,"Business",0,"High_School","Divorced","Manual","YES"
793,"Female","51-65","African_American","Suburban",52396,690,30,0.55,21773,"Home",0,"PhD","Widowed","Professional","YES"
794,"Female","26-35","Caucasian","Urban_Center",79490,655,12,0.59,72661,"Personal",0,"Master","Married","Professional","YES"
795,"Male","18-25","Asian","Rural",25000,671,13,0.48,95924,"Car",0,"PhD","Widowed","Service","YES"
796,"Female","26-35","Caucasian","Urban_Center",87554,410,33,0.18,81200,"Personal",0,"Bachelor","Married","Professional","NO"
797,"Female","51-65","Asian","Urban_Center",68997,679,32,0.76,43719,"Home",1,"Master","Divorced","Unemployed","YES"
798,"Female","51-65","Caucasian","Suburban",56898,617,33,0.69,72870,"Car",0,"Master","Married","Professional","NO"
799,"Female",NA,"Hispanic","Suburban",74511,524,21,0.4,57132,"Car",1,"Master","Married","Professional","NO"
800,"Female","18-25","Caucasian","Low_Income_Area",40538,620,1,0.16,29980,"Home",0,"Bachelor","Married","Service","NO"
801,"Female","36-50","Caucasian","Suburban",52346,669,28,0.51,83818,"Home",0,"Bachelor","Married","Professional","YES"
802,"Female","51-65","Caucasian","Suburban",67183,554,5,0.49,5067,"Home",0,"PhD","Single","Service","NO"
803,"Female","36-50","Caucasian","Rural",33749,652,9,0.17,29036,"Business",1,"High_School","Married","Unemployed","NO"
804,"Female","36-50","Caucasian","Rural",64195,532,15,0.6,71254,"Education",0,"Bachelor","Married","Professional","YES"
805,"Female","18-25","Caucasian","Suburban",64273,542,34,0.36,68751,"Car",0,"High_School","Married","Professional","NO"
806,"Non-binary","51-65","Caucasian","Urban_Center",59421,831,21,0.2,26549,"Business",0,"High_School","Married","Professional","YES"
807,"Female","26-35","Caucasian","Urban_Center",39137,727,4,0.19,88741,"Car",0,"PhD","Divorced","Service","NO"
808,"Female","65+","Caucasian","Suburban",88336,492,29,0.74,39723,"Car",1,"Bachelor","Married","Service","NO"
809,"Male","51-65","Hispanic","Urban_Center",35293,626,39,0.61,60816,"Personal",0,"High_School","Single","Manual","NO"
810,"Male",NA,"Caucasian","Rural",35458,663,6,0.78,90264,"Business",0,"Bachelor","Single","Manual","NO"
811,"Female","65+","African_American","Urban_Center",53347,619,17,0.47,96770,"Home",0,"Master","Married","Manual","NO"
812,"Male","26-35","Caucasian","Urban_Center",95986,760,32,0.66,99550,"Business",0,"PhD","Married","Manual","YES"
813,"Female","51-65","Caucasian","Suburban",67138,850,3,0.36,37323,"Car",0,"Master","Widowed","Professional","NO"
814,"Male","18-25","Caucasian","Suburban",70191,592,19,0.35,45697,"Education",1,"Master","Married","Unemployed","YES"
815,"Male","65+","Caucasian","Suburban",60680,734,6,0.52,81081,"Car",1,"Bachelor","Married","Unemployed","NO"
816,"Female","36-50","Asian","Suburban",70417,762,5,0.61,9946,"Home",0,"Master","Widowed","Service","YES"
817,"Female","36-50","Caucasian","Suburban",77664,691,1,0.74,77719,"Business",0,"Bachelor","Divorced","Service","YES"
818,"Female","65+","Hispanic","Urban_Center",79149,697,21,0.52,76444,"Education",0,"High_School","Divorced","Unemployed","YES"
819,"Male","26-35","Caucasian","Urban_Center",92414,773,17,0.28,60899,"Home",0,"Bachelor","Single","Manual","YES"
820,"Male","51-65","Caucasian","Suburban",49439,662,2,0.6,23358,"Business",0,"Master","Divorced","Professional","NO"
821,"Male","26-35","Caucasian","Low_Income_Area",61838,452,23,0.59,90812,"Car",0,"High_School","Married","Professional","NO"
822,"Female","26-35","Caucasian","Suburban",73271,695,1,0.3,68464,"Home",1,"Master","Married","Manual","YES"
823,"Male","51-65",NA,"Urban_Center",81502,521,10,0.46,47146,"Home",2,"Master","Married","Professional","YES"
824,"Non-binary","18-25","Hispanic","Urban_Center",58340,589,16,0.48,20769,"Education",1,"High_School","Single","Professional","NO"
825,"Male","36-50","Caucasian","Rural",78015,626,17,0.2,46352,"Education",1,"Bachelor","Widowed","Professional","YES"
826,"Female","26-35","Caucasian","Urban_Center",54031,438,34,0.68,36383,"Personal",0,"Master","Divorced","Service","YES"
827,"Female","18-25","Asian","Suburban",58170,632,4,0.14,57488,"Car",0,"Master","Single","Manual","YES"
828,"Female","36-50","Caucasian","Urban_Center",85243,739,23,0.18,35763,"Education",0,"Bachelor","Married","Service","YES"
829,"Female","51-65","Caucasian","Urban_Center",27345,588,34,0.73,76522,"Education",0,"Bachelor","Divorced","Professional","NO"
830,"Male","26-35","Caucasian","Urban_Center",69431,501,32,0.16,81062,"Business",0,"High_School","Married","Unemployed","NO"
831,"Female","51-65","Caucasian","Urban_Center",83519,620,17,0.76,22795,"Home",0,"Bachelor","Divorced","Service","NO"
832,"Male","51-65","Caucasian","Low_Income_Area",58104,593,39,0.67,45615,"Car",0,"PhD","Widowed","Manual","YES"
833,"Female","51-65","Caucasian","Suburban",77497,681,24,0.72,15026,"Car",0,"Bachelor","Married","Unemployed","YES"
834,"Male","18-25","Caucasian","Suburban",50870,588,28,0.5,37047,"Business",0,"High_School","Married","Professional","NO"
835,"Male","26-35","Caucasian","Urban_Center",68424,580,39,0.21,20017,"Car",1,"Master","Married","Professional","NO"
836,"Male","26-35","Caucasian","Urban_Center",65196,686,12,0.69,65251,"Car",0,"Master","Married","Manual","YES"
837,"Male","18-25","African_American","Urban_Center",64428,700,33,0.35,34001,"Car",0,"Master","Married","Manual","YES"
838,"Male",NA,"African_American","Suburban",39484,765,28,0.3,82707,"Home",1,"PhD","Single","Manual","YES"
839,"Female","51-65","Caucasian","Rural",61748,757,5,0.78,81600,"Home",0,"Master","Married","Service","YES"
840,"Female","18-25","African_American","Suburban",48721,584,23,0.72,48772,"Business",1,"Master","Single","Service","NO"
841,"Non-binary",NA,"Caucasian","Low_Income_Area",57808,741,35,0.64,66831,"Personal",0,"High_School","Single","Professional","NO"
842,"Male","26-35","Caucasian","Urban_Center",85485,518,39,0.25,94042,"Personal",0,"Master","Single","Professional","YES"
843,"Male","18-25","Caucasian","Suburban",53668,666,2,0.62,55281,"Personal",0,"Bachelor","Widowed","Professional","NO"
844,"Female","51-65","Caucasian","Suburban",64345,451,8,0.51,87123,"Business",1,"PhD","Single","Professional","NO"
845,"Male","51-65","Caucasian","Rural",67060,690,40,0.78,80080,"Car",0,"Master","Single","Manual","YES"
846,"Female","51-65","African_American","Urban_Center",61211,543,26,0.56,72018,"Education",0,"High_School","Widowed","Service","NO"
847,"Male","51-65","Caucasian","Rural",81122,643,37,0.19,86667,"Car",0,"Bachelor","Single","Professional","YES"
848,"Female",NA,"African_American","Suburban",64151,677,15,0.79,47809,"Education",0,"High_School","Married","Manual","NO"
849,"Female","36-50","Asian","Urban_Center",68098,500,2,0.32,10526,"Home",0,"Master","Widowed","Service","NO"
850,"Female","36-50","Caucasian","Rural",47194,740,2,0.49,84015,"Car",1,"Master","Widowed","Service","YES"
851,"Female","65+","Caucasian","Rural",57355,760,8,0.31,47908,"Education",0,"Master","Divorced","Service","YES"
852,"Male","36-50","African_American","Suburban",52060,678,25,0.69,38574,"Business",0,"High_School","Divorced","Professional","YES"
853,"Non-binary","26-35",NA,"Suburban",74486,526,38,0.34,44570,"Home",0,"Master","Single","Manual","YES"
854,"Male","36-50","Caucasian","Urban_Center",88031,502,19,0.58,35505,"Home",1,"Master","Married","Professional","NO"
855,"Male","18-25","Caucasian","Urban_Center",55787,500,5,0.2,90742,"Education",0,"Master","Married","Manual","NO"
856,"Female","26-35","Caucasian","Suburban",25000,605,7,0.71,30066,"Home",0,"High_School","Married","Manual","YES"
857,"Male","26-35","Caucasian","Suburban",48090,639,40,0.48,37939,"Home",0,"Bachelor","Married","Manual","YES"
858,"Female",NA,"African_American","Suburban",46314,685,29,0.63,24200,"Home",0,"Bachelor","Divorced","Professional","NO"
859,"Female","26-35","African_American","Urban_Center",88615,730,36,0.39,57817,"Home",0,"High_School","Married","Unemployed","NO"
860,"Male","51-65","Caucasian","Rural",67860,598,19,0.68,94853,"Business",0,"Bachelor","Single","Professional","YES"
861,"Female","18-25","Caucasian","Low_Income_Area",96295,760,32,0.22,87899,"Personal",1,"Bachelor","Divorced","Service","YES"
862,"Female","36-50","Hispanic","Urban_Center",73018,613,2,0.38,47775,"Education",0,"Master","Married","Manual","YES"
863,"Male","36-50","Other","Low_Income_Area",34049,500,13,0.78,92841,"Car",0,"Bachelor","Single","Professional","NO"
864,"Female","26-35","Caucasian","Suburban",74898,721,12,0.78,97713,"Business",0,"Master","Widowed","Professional","NO"
865,"Male","51-65","Caucasian","Suburban",50043,706,38,0.47,79253,"Car",0,"Master","Single","Service","YES"
866,"Female","18-25",NA,"Suburban",65012,662,33,0.79,18726,"Car",0,"High_School","Married","Service","NO"
867,"Female","51-65","Caucasian","Rural",62967,699,23,0.11,50557,"Car",1,"Bachelor","Married","Unemployed","NO"
868,"Female","65+","Caucasian","Low_Income_Area",62119,793,22,0.73,72450,"Business",0,"Bachelor","Single","Manual","NO"
869,"Male","36-50","Caucasian","Suburban",58373,617,34,0.36,65406,"Car",0,"High_School","Married","Manual","YES"
870,"Male","26-35","Caucasian","Suburban",103424,751,8,0.21,16549,"Business",0,"Bachelor","Married","Service","YES"
871,"Female","51-65","Other","Urban_Center",95197,595,11,0.1,6728,"Business",1,"Master","Single","Manual","NO"
872,"Female","36-50","African_American","Low_Income_Area",47214,788,10,0.74,22792,"Education",0,"Bachelor","Single","Unemployed","NO"
873,"Male","36-50","African_American","Suburban",68974,633,32,0.38,12941,"Car",1,"High_School","Married","Service","YES"
874,"Male","36-50","Caucasian","Suburban",88027,627,31,0.14,70568,"Home",1,"Bachelor","Single","Manual","YES"
875,"Male","51-65","Caucasian","Urban_Center",87051,712,7,0.55,9619,"Business",0,"Bachelor","Single","Manual","YES"
876,"Male","18-25","Caucasian","Suburban",47092,711,9,0.25,77480,"Personal",0,"Master","Married","Professional","YES"
877,"Female","26-35","Caucasian","Suburban",93196,794,12,0.3,86207,"Personal",0,"High_School","Divorced","Professional","YES"
878,"Male","36-50",NA,"Rural",50908,697,24,0.16,44459,"Home",0,"Bachelor","Married","Professional","NO"
879,"Male","36-50","Caucasian","Urban_Center",67533,751,17,0.44,79716,"Personal",1,"Bachelor","Divorced","Professional","YES"
880,"Male","65+",NA,"Suburban",68375,718,10,0.33,45114,"Business",0,"Master","Widowed","Unemployed","YES"
881,"Female","26-35",NA,"Urban_Center",26600,602,35,0.54,87243,"Car",0,"Master","Married","Service","YES"
882,"Male","51-65","Caucasian","Urban_Center",62334,777,39,0.6,39190,"Business",0,"Bachelor","Widowed","Unemployed","YES"
883,"Male","65+","Asian","Suburban",25000,553,23,0.35,78179,"Car",1,"Bachelor","Single","Manual","NO"
884,"Female","51-65","Caucasian","Urban_Center",25673,752,28,0.42,18353,"Home",0,"Bachelor","Single","Professional","NO"
885,"Male","36-50","Caucasian","Urban_Center",71410,560,13,0.74,45244,"Business",0,"Bachelor","Single","Manual","NO"
886,"Male","65+","Caucasian","Urban_Center",71825,748,25,0.17,55748,"Education",0,"High_School","Married","Unemployed","YES"
887,"Female","51-65","Caucasian","Rural",84487,639,6,0.78,70813,"Home",0,"PhD","Married","Professional","NO"
888,"Female","36-50","Caucasian","Low_Income_Area",72591,654,29,0.18,19271,"Education",0,"Bachelor","Divorced","Professional","YES"
889,"Female","51-65","Hispanic","Urban_Center",51525,843,9,0.65,75461,"Home",0,"Bachelor","Divorced","Service","NO"
890,"Female","18-25","Other","Urban_Center",48985,574,11,0.72,92674,"Education",1,"PhD","Married","Manual","YES"
891,"Male","36-50","Asian","Rural",81091,755,25,0.68,90159,"Education",1,"PhD","Single","Professional","YES"
892,"Male","65+","Caucasian","Suburban",94021,582,31,0.22,60907,"Business",1,"Bachelor","Married","Professional","NO"
893,"Male","36-50","Caucasian","Suburban",80976,652,26,0.79,25957,"Personal",1,"Bachelor","Divorced","Service","NO"
894,"Male","36-50","Caucasian","Suburban",69338,638,17,0.2,24945,"Education",0,"Master","Single","Manual","YES"
895,"Male","36-50",NA,"Low_Income_Area",63620,844,16,0.41,65559,"Car",0,"Bachelor","Single","Manual","YES"
896,"Male","26-35","African_American","Low_Income_Area",97568,777,18,0.64,97755,"Car",0,"Bachelor","Married","Service","NO"
897,"Female","51-65","African_American","Suburban",25000,658,10,0.5,14103,"Education",0,"Master","Divorced","Service","NO"
898,"Female",NA,"Caucasian","Urban_Center",84858,663,27,0.55,76821,"Car",0,"Bachelor","Widowed","Manual","NO"
899,"Female","26-35","Caucasian","Suburban",61646,658,1,0.14,8104,"Home",0,"Bachelor","Married","Service","NO"
900,"Male","36-50","Caucasian","Suburban",42458,512,35,0.63,65366,"Car",0,"Bachelor","Widowed","Manual","NO"
901,"Male","65+","African_American","Rural",81733,482,26,0.43,11152,"Business",0,"Master","Single","Professional","NO"
902,"Male","51-65","Other","Urban_Center",45394,631,23,0.18,75431,"Car",0,"Master","Single","Unemployed","NO"
903,"Male","51-65","Other","Rural",71880,629,14,0.31,7577,"Home",0,"Master","Married","Unemployed","YES"
904,"Male","36-50","Asian","Urban_Center",68711,577,39,0.13,33473,"Car",0,"Bachelor","Married","Service","YES"
905,"Male","18-25","Caucasian","Rural",67824,561,19,0.41,23113,"Education",0,"Bachelor","Married","Professional","YES"
906,"Male","51-65","Caucasian","Suburban",27958,645,14,0.47,62004,"Education",1,"Master","Divorced","Unemployed","YES"
907,"Male","65+","Caucasian","Urban_Center",68248,828,18,0.49,14736,"Home",0,"Master","Divorced","Manual","YES"
908,"Male","26-35","Asian","Suburban",55136,615,10,0.12,86986,"Home",0,"PhD","Married","Professional","YES"
909,"Male","26-35","African_American","Low_Income_Area",50924,763,1,0.41,96740,"Home",0,"High_School","Married","Manual","NO"
910,"Female","51-65","Caucasian","Urban_Center",41328,625,12,0.3,86725,"Business",1,"Master","Married","Service","NO"
